"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:5E3P9e1hvjyIOlFyqNB5eD","Rich Girl","spotify:artist:77tT1kLj6mCWtFNqiOmP9H","Daryl Hall & John Oates","spotify:album:0gCDvloPR42pZRZhmbGYVI","The Essential Daryl Hall & John Oates","spotify:artist:77tT1kLj6mCWtFNqiOmP9H","Daryl Hall & John Oates","2005-04-25","https://i.scdn.co/image/ab67616d0000b273e49b4b79f376c0bc6e0c079b","1","7","144333","https://p.scdn.co/mp3-preview/0cd403c21c9f4a9db248463e5ae8123fe50115d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:2TVxnKdb3tqe1nhQWwwZCO","Tiny Dancer","spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","spotify:album:2OZbaW9tgO62ndm375lFZr","Madman Across The Water","spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","1971-11-05","https://i.scdn.co/image/ab67616d0000b273d03ab2da904d8251a87bbc31","1","1","377093","https://p.scdn.co/mp3-preview/2018881aa801fcc57956d63722b04344cf1d65ef?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:0PsbWiVtix5FoTZ1s00mEl","Come Sail Away","spotify:artist:4salDzkGmfycRqNUbyBphh","Styx","spotify:album:6MFIBPVrZjHjP0pPkVF3IU","The Grand Illusion","spotify:artist:4salDzkGmfycRqNUbyBphh","Styx","1977-01-01","https://i.scdn.co/image/ab67616d0000b27388f0f719259b0dec23a7c367","1","4","367000","https://p.scdn.co/mp3-preview/565ab99a1883f73f3ba781c762cf508c2ec56972?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:5e9TFTbltYBg2xThimr0rU","The Chain - 2004 Remaster","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:0BwWUstDMUbgq2NYONRqlu","Rumours (Super Deluxe)","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1977-02-04","https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b","1","7","270213","https://p.scdn.co/mp3-preview/39267f043904cef22e6652c0ce761114321953fd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:4rDbp1vnvEhieiccprPMdI","Somebody To Love - Remastered 2011","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","spotify:album:4KZGe18wZJbXL6JLW4KyLc","A Day At The Races (Deluxe Edition 2011 Remaster)","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","1976-12-10","https://i.scdn.co/image/ab67616d0000b27367bc29c251c777361b17a190","1","6","296480","https://p.scdn.co/mp3-preview/be647104287109a7ab9c92f86cebbea25f21d120?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:4ZaAmweDaiOpbkLPty81Zw","Make Your Own Kind Of Music - Single Version","spotify:artist:5jX7X3kRkfJTRqAdT7RcHk","Cass Elliot","spotify:album:6qkonBb9AZpApMZf8TMFva","Dream A Little Dream Of Me: The Music Of Mama Cass Elliot","spotify:artist:1VDgSKNnqmAhg9bc2dgQ0S","Mama Cass Elliot","2005-01-01","https://i.scdn.co/image/ab67616d0000b273a38470652581a1f98b73877f","1","19","144320","","false","0","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:5RgFlk1fcClZd0Y4SGYhqH","She's Always a Woman","spotify:artist:6zFYqv1mOsgBRQbae3JJ9e","Billy Joel","spotify:album:1Mhn9VosyjtWn4dMPFlna6","The Stranger (Legacy Edition)","spotify:artist:6zFYqv1mOsgBRQbae3JJ9e","Billy Joel","1977","https://i.scdn.co/image/ab67616d0000b2736ce61113662ecf693b605ee5","1","7","201373","https://p.scdn.co/mp3-preview/3bb1828418f2d6a4c039139b46812ceb4d1d75fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:7Jh1bpe76CNTCgdgAdBw4Z","Heroes - 2017 Remaster","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","spotify:album:4I5zzKYd2SKDgZ9DRf5LVk","""Heroes"" (2017 Remaster)","spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","1977","https://i.scdn.co/image/ab67616d0000b273bc1c63a5b66ab9ac3ea21672","1","3","371413","https://p.scdn.co/mp3-preview/92caa5df4a00974b3065c2db0bb284dae528f62a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:1fDsrQ23eTAVFElUMaf38X","American Pie","spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","Don McLean","spotify:album:10jsW2NYd9blCrDITMh2zS","American Pie","spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","Don McLean","1971","https://i.scdn.co/image/ab67616d0000b2730085dd4362653ef4c54ebbeb","1","1","516893","https://p.scdn.co/mp3-preview/657a74cc0b866df8ddf69f34196e797c8a4d1b1d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:19Shlms2uTnOjIUg50TXzd","Never Going Back Again - 2004 Remaster","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:0BwWUstDMUbgq2NYONRqlu","Rumours (Super Deluxe)","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1977-02-04","https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b","1","3","134400","https://p.scdn.co/mp3-preview/e2a3257f4736ce1e87dc8aca8a820a17d5e326eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","spotify:user:","2021-07-15T08:00:00Z"
